ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NewLoanApplication,Quintil,int_rc,Tasa_Interes_Completa
10400,649,0.987810565520883,197456,26,3,14,17798,8,0,Rent,Masters,Married,3,284768.0,3,0.23090726309041068,0.3809072630904107
10401,520,0.1888088276974021,135647,66,9,1,1201,7,22,Mortgage,Masters,Widowed,0,21618.0,3,0.22231527409600269,0.3723152740960027
10402,651,0.3200879487025095,188602,21,0,5,9327,10,1,Own,High School,Widowed,16,93270.0,2,0.1987463377929666,0.3487463377929666
10403,561,0.0996613948076154,110920,47,7,12,6027,7,14,Rent,Bachelor,Widowed,15,114513.0,2,0.19849660081563433,0.3484966008156343
10404,727,0.7326348885542041,134553,36,8,5,18761,1,4,Rent,High School,Widowed,17,150088.0,1,0.07,0.22
10405,469,0.3803302849548945,199439,76,0,15,12949,11,0,Rent,High School,Widowed,22,246031.0,2,0.20231264530516946,0.3523126453051695
10406,321,0.0693688077061027,149819,59,3,2,15276,2,22,Rent,High School,Widowed,14,183312.0,3,0.22442235124110693,0.3744223512411069
10407,801,0.476629964059262,52494,54,8,16,4276,10,6,Rent,Masters,Widowed,13,89796.0,3,0.2246979528845414,0.3746979528845414
10408,555,0.3081751568844761,190839,35,0,0,18841,3,2,Rent,Bachelor,Widowed,16,131887.0,4,0.24593279420372138,0.3959327942037214
10409,608,0.325260265579451,158235,39,6,17,12932,7,12,Mortgage,High School,Widowed,26,258640.0,5,0.23718386937519342,0.38718386937519345
10410,794,0.0997293983346677,173812,48,1,14,10940,12,18,Rent,Masters,Divorced,4,240680.0,5,0.2442218586701269,0.39422185867012693
10411,584,0.5880569977396541,192285,83,0,18,10251,11,1,Rent,Masters,Widowed,5,30753.0,1,0.11196539328644906,0.2619653932864491
10412,640,0.4086727142235937,131423,58,7,10,9085,5,8,Mortgage,Masters,Widowed,5,72680.0,1,0.07,0.22
10413,303,0.8613875998646343,174493,47,6,10,16462,9,3,Rent,Masters,Widowed,8,296316.0,5,0.22974155621071668,0.3797415562107167
10414,530,0.4205341415836877,91911,58,8,3,9600,17,23,Rent,Masters,Widowed,2,28800.0,3,0.22452932753686922,0.3745293275368692
10415,638,0.0641897747089069,167499,36,4,19,15591,10,6,Rent,Masters,Single,28,124728.0,2,0.20183862417941492,0.3518386241794149
10416,414,0.6239517645685398,133942,19,6,6,9588,0,21,Rent,Masters,Widowed,3,105468.0,4,0.24317886887622495,0.39317886887622494
10417,696,0.1962340264032305,175484,24,9,10,11725,18,23,Mortgage,Masters,Widowed,4,105525.0,1,0.07,0.22
10418,847,0.1922198676214852,93323,48,9,19,19948,13,24,Own,High School,Widowed,7,398960.0,2,0.19861891119432173,0.34861891119432176
10419,808,0.7157447907213077,118001,41,8,16,15502,1,24,Rent,High School,Widowed,15,46506.0,5,0.2460119465919378,0.39601194659193784
10420,511,0.0589120793153926,185898,25,4,7,14730,5,27,Own,High School,Widowed,13,29460.0,5,0.23431819778973767,0.38431819778973764
10421,472,0.1823467604393172,60911,75,7,4,8148,19,5,Rent,High School,Divorced,1,179256.0,5,0.23748183826731828,0.3874818382673183
10422,765,0.7332235699058937,120949,32,0,16,6412,1,5,Rent,Masters,Widowed,8,38472.0,2,0.1976047393199497,0.34760473931994973
10423,835,0.2271956347642936,35396,26,0,2,3164,18,5,Own,High School,Widowed,22,47460.0,2,0.20031502400224505,0.350315024002245
10424,760,0.2665507292335559,163940,67,9,16,5232,3,7,Rent,Masters,Single,9,94176.0,1,0.09368913474759046,0.24368913474759046
10425,731,0.535352560899012,194077,25,8,10,12225,5,17,Rent,Bachelor,Widowed,2,146700.0,2,0.19617435467099964,0.34617435467099966
10426,429,0.0423047590492118,99273,70,2,12,4142,14,2,Rent,Bachelor,Widowed,18,49704.0,2,0.20267565720011024,0.35267565720011024
10427,467,0.3127947004695703,36962,19,7,6,18994,2,13,Rent,Bachelor,Widowed,23,303904.0,4,0.2462421993030342,0.39624219930303417
10428,584,0.3391164299205945,62435,50,4,17,12443,7,29,Rent,High School,Widowed,1,186645.0,2,0.1993780451976719,0.3493780451976719
10429,838,0.2578750846458929,167276,55,3,14,13566,3,1,Own,PhD,Widowed,19,108528.0,1,0.11716983576003068,0.26716983576003067
10430,370,0.5285050241495974,158018,47,7,0,5802,2,25,Rent,Masters,Widowed,4,116040.0,5,0.23174747041262508,0.3817474704126251
10431,719,0.3442098467842418,65924,34,0,18,7295,10,6,Mortgage,High School,Widowed,17,102130.0,2,0.19939306538699172,0.3493930653869917
10432,612,0.0556065433935658,178092,73,7,17,11066,19,28,Mortgage,High School,Divorced,5,210254.0,5,0.25612225959920726,0.4061222595992072
10433,574,0.8946983304030193,181876,37,8,8,19442,10,15,Mortgage,Masters,Widowed,3,369398.0,3,0.2251855511679793,0.3751855511679793
10434,821,0.5152789463596866,184948,84,4,16,13499,8,11,Rent,Masters,Widowed,4,107992.0,1,0.07,0.22
10435,510,0.202391557288087,61438,46,8,2,10363,3,6,Rent,High School,Widowed,0,31089.0,1,0.07,0.22
10436,680,0.1486737019959365,142506,53,2,14,14411,11,14,Mortgage,Masters,Widowed,2,273809.0,3,0.22443979058090227,0.37443979058090227
10437,720,0.1760636648553372,22627,88,9,3,19383,7,19,Rent,High School,Widowed,18,310128.0,3,0.22589602558517025,0.3758960255851702
10438,669,0.3956242047355673,114668,20,3,0,17861,17,26,Rent,Masters,Widowed,9,214332.0,4,0.2431606293592638,0.39316062935926377
10439,442,0.0875082807925793,134982,72,9,4,12696,2,24,Mortgage,High School,Widowed,2,63480.0,3,0.22338222137635141,0.3733822213763514
10440,511,0.4080208932562498,52939,55,1,13,16954,8,10,Rent,High School,Widowed,8,254310.0,1,0.10464731060302437,0.25464731060302437
10441,428,0.0757836609080979,58773,40,7,16,9367,17,13,Rent,High School,Widowed,25,37468.0,2,0.19669951195731095,0.34669951195731097
10442,817,0.2555713286728738,90656,37,7,8,2929,6,5,Own,High School,Widowed,16,23432.0,4,0.24434051056378986,0.3943405105637898
10443,622,0.8214571809649666,183137,79,9,0,16624,6,16,Rent,PhD,Widowed,9,299232.0,3,0.22899006982477327,0.37899006982477323
10444,849,0.5704998247776613,83898,61,9,0,4220,6,20,Mortgage,High School,Widowed,11,59080.0,1,0.07,0.22
10445,635,0.1619979412698114,26160,67,2,19,18756,7,1,Mortgage,High School,Widowed,13,356364.0,1,0.07,0.22
10446,428,0.1860139320045956,28742,81,1,9,3099,6,14,Rent,Bachelor,Widowed,12,49584.0,2,0.2058175938677001,0.35581759386770007
10447,640,0.3957249514768005,188916,32,8,8,18580,16,24,Mortgage,High School,Divorced,0,111480.0,1,0.13734972670812906,0.2873497267081291
10448,786,0.9708317078714482,152925,30,7,11,15435,8,11,Own,High School,Widowed,5,61740.0,5,0.24901446886306844,0.39901446886306846
10449,533,0.4467076006471048,183013,46,4,7,8546,0,7,Own,Masters,Widowed,22,170920.0,4,0.2479366456397215,0.39793664563972153
10450,513,0.3392267913471234,143070,36,8,14,12355,2,29,Mortgage,Masters,Widowed,2,135905.0,3,0.22397001446560186,0.37397001446560185
10451,752,0.3706306140108935,173141,58,1,17,4485,4,3,Own,High School,Widowed,10,58305.0,1,0.11357491261079611,0.26357491261079613
10452,613,0.0748846351459066,38485,65,8,4,14241,10,26,Mortgage,High School,Divorced,8,85446.0,3,0.22808677111251174,0.37808677111251177
10453,762,0.2729592222611551,153774,51,7,13,19480,19,2,Rent,Bachelor,Widowed,2,214280.0,1,0.08175097987748614,0.23175097987748614
10454,312,0.0459664202330303,172088,36,5,7,15298,8,25,Own,High School,Widowed,7,91788.0,5,0.23199926288826678,0.3819992628882668
10455,330,0.1451933708683316,75579,47,9,7,10278,15,0,Rent,Bachelor,Widowed,19,30834.0,3,0.22605853751307284,0.37605853751307283
10456,829,0.9076652635821691,106044,39,2,0,10788,1,5,Mortgage,Bachelor,Widowed,3,97092.0,4,0.24888342490224988,0.3988834249022499
10457,789,0.3182993533668209,183353,65,8,15,14905,12,21,Rent,Masters,Widowed,18,163955.0,1,0.07,0.22
10458,692,0.3258314670592346,147584,59,5,3,4945,7,13,Rent,Bachelor,Widowed,9,93955.0,3,0.2269104462271959,0.3769104462271959
10459,623,0.1599591665905858,182712,88,3,3,14016,3,13,Rent,High School,Widowed,8,224256.0,1,0.07,0.22
10460,462,0.1042593793269222,79930,61,9,7,11404,1,16,Mortgage,High School,Divorced,10,125444.0,2,0.20047002678953849,0.3504700267895385
10461,501,0.5017199407682497,160401,23,7,4,7646,0,2,Rent,Masters,Widowed,0,99398.0,2,0.18850385354509547,0.3385038535450955
10462,517,0.376120864029865,140610,66,8,8,1824,3,11,Rent,Masters,Widowed,17,32832.0,4,0.24444674467994293,0.3944467446799429
10463,430,0.03663049224499,81557,33,6,10,17974,19,20,Rent,PhD,Widowed,28,125818.0,5,0.23191623594891606,0.38191623594891605
10464,314,0.1256563276895625,187985,72,8,7,8357,19,0,Rent,Masters,Widowed,14,41785.0,4,0.24109957614168706,0.39109957614168706
10465,814,0.391696261467287,24142,79,9,18,12964,12,3,Mortgage,PhD,Widowed,28,272244.0,5,0.2597978285614442,0.4097978285614442
10466,775,0.1682651069617942,165508,55,2,16,5515,13,6,Rent,High School,Widowed,16,82725.0,1,0.07,0.22
10467,544,0.3075676040901561,90183,21,5,0,6655,5,0,Rent,Bachelor,Widowed,19,19965.0,2,0.19568523314372668,0.3456852331437267
10468,645,0.0783655880854401,165933,31,0,2,12246,3,29,Rent,Masters,Widowed,28,122460.0,5,0.23213805754594402,0.382138057545944
10469,696,0.9580919372268836,184263,40,6,7,16973,6,0,Mortgage,Masters,Widowed,2,288541.0,2,0.1939680864733242,0.3439680864733242
10470,414,0.6054892077909041,78667,19,7,6,14933,7,26,Rent,Masters,Divorced,12,104531.0,5,0.24607585556753908,0.3960758555675391
10471,486,0.4235794271146672,147431,41,5,0,19849,0,3,Rent,Masters,Widowed,15,416829.0,2,0.1922765620787554,0.3422765620787554
10472,847,0.419592782867402,116297,39,2,10,9046,18,2,Rent,High School,Widowed,13,63322.0,1,0.07,0.22
10473,474,0.5504136143312379,41810,83,9,5,3696,3,12,Mortgage,Masters,Divorced,2,44352.0,5,0.2626582179599152,0.4126582179599152
10474,625,0.0435115177983643,199961,37,6,16,11121,3,20,Rent,High School,Widowed,26,88968.0,5,0.22822040127630577,0.37822040127630574
10475,745,0.3645371073133077,171966,30,7,7,1119,7,15,Rent,PhD,Widowed,16,17904.0,3,0.2255250784852227,0.3755250784852227
10476,387,0.3435455705716628,41722,65,7,2,13363,12,13,Own,High School,Widowed,15,120267.0,3,0.22786505814867006,0.37786505814867005
10477,630,0.3761492482672369,179064,68,4,7,16972,15,7,Rent,PhD,Widowed,13,169720.0,1,0.1187582145634225,0.2687582145634225
10478,340,0.1214593428231359,60358,20,8,7,14226,3,23,Mortgage,PhD,Widowed,5,284520.0,1,0.08013959803133962,0.2301395980313396
10479,822,0.2232215364283806,27231,18,5,16,1580,19,7,Mortgage,Masters,Widowed,27,17380.0,4,0.24547663637684547,0.3954766363768455
10480,592,0.0290148340207432,153738,27,8,19,17464,1,12,Mortgage,Masters,Divorced,16,34928.0,4,0.24559092172810001,0.3955909217281
10481,670,0.0522633494078488,195919,23,1,1,4717,14,11,Rent,Masters,Widowed,12,70755.0,5,0.21089852041599272,0.3608985204159927
10482,456,0.4477119889798555,142230,57,6,11,5093,13,0,Rent,PhD,Widowed,9,101860.0,3,0.22715164325969583,0.37715164325969586
10483,755,0.3542275843996244,91415,35,8,11,1028,7,7,Mortgage,High School,Widowed,2,21588.0,1,0.07,0.22
10484,608,0.3076053370191632,187117,75,4,5,5751,0,22,Rent,PhD,Widowed,15,34506.0,5,0.2536635399647046,0.4036635399647046
10485,799,0.3299628256966038,133611,39,4,0,17374,18,0,Mortgage,PhD,Widowed,18,330106.0,1,0.08112996283923672,0.2311299628392367
10486,763,0.8567479263761084,73811,35,5,8,2519,6,3,Mortgage,High School,Widowed,6,32747.0,2,0.19635240107760227,0.34635240107760223
10487,575,0.452241748992396,192713,69,9,2,2165,9,14,Rent,PhD,Widowed,1,34640.0,2,0.19695763786079365,0.34695763786079364
10488,615,0.2644375407043089,98089,43,8,18,16781,9,20,Rent,High School,Widowed,17,117467.0,2,0.1963721798694134,0.3463721798694134
10489,810,0.2822730588402211,183055,39,6,1,13323,9,26,Rent,Bachelor,Widowed,9,159876.0,5,0.24158245780793164,0.39158245780793166
10490,709,0.4031293630201568,53502,19,6,1,3981,10,6,Rent,Masters,Widowed,13,79620.0,2,0.19057922655390347,0.3405792265539035
10491,649,0.6610336724687379,25165,48,1,0,19885,2,7,Rent,Masters,Widowed,26,198850.0,3,0.22659184818592615,0.37659184818592617
10492,780,0.807178881407125,129076,54,3,0,8165,6,13,Mortgage,PhD,Widowed,3,73485.0,1,0.13896858623462455,0.2889685862346245
10493,347,0.5801545784362885,98123,46,0,2,14597,4,9,Own,Masters,Widowed,1,291940.0,5,0.24367182355067057,0.39367182355067054
10494,607,0.4530177676586214,92500,25,1,12,3858,2,8,Mortgage,Masters,Widowed,27,15432.0,2,0.19833461638501051,0.3483346163850105
10495,768,0.3809735185352767,49098,62,9,2,18593,17,9,Mortgage,Masters,Widowed,1,278895.0,1,0.07,0.22
10496,843,0.799434513340952,73289,27,2,3,7782,6,24,Mortgage,High School,Widowed,14,54474.0,5,0.250688503419233,0.400688503419233
10497,601,0.0523873633325491,145658,20,2,11,15440,16,0,Own,PhD,Widowed,25,185280.0,3,0.2280686434180755,0.3780686434180755
10498,823,0.9427052632296808,189487,78,5,0,10108,7,4,Own,High School,Widowed,19,30324.0,5,0.262671052234708,0.412671052234708
10499,523,0.6441241182917177,36313,88,5,5,11522,6,3,Rent,Masters,Widowed,0,57610.0,1,0.07225985780068932,0.2222598578006893
10500,344,0.0458331574176044,141480,54,1,13,17097,5,6,Rent,PhD,Widowed,2,239358.0,1,0.09257692658105891,0.2425769265810589
10501,805,0.3088085006308002,102312,52,8,2,19183,6,19,Rent,Masters,Widowed,8,191830.0,3,0.22256867714071138,0.3725686771407114
10502,378,0.0949633328790051,46164,44,8,2,15078,9,10,Mortgage,High School,Widowed,23,211092.0,2,0.19413124035051907,0.34413124035051906
10503,613,0.1704644939280047,109993,56,8,7,15674,14,26,Mortgage,PhD,Widowed,8,172414.0,2,0.1988167154867564,0.3488167154867564
10504,328,0.0184392065117181,57687,18,5,12,15821,1,7,Rent,Masters,Married,1,332241.0,2,0.1982223934020988,0.3482223934020988
10505,483,0.367783522662556,105987,54,7,5,9723,2,8,Mortgage,Bachelor,Widowed,0,29169.0,4,0.24507306284654787,0.39507306284654786
10506,738,0.9423344712801478,171796,20,4,4,16230,7,15,Mortgage,Masters,Divorced,6,308370.0,5,0.251049544472219,0.40104954447221897
10507,395,0.0846403236879408,186695,28,8,10,13528,9,2,Mortgage,High School,Widowed,23,229976.0,2,0.19169881746255027,0.34169881746255026
10508,628,0.4266961077553842,51882,60,5,11,13701,18,8,Rent,High School,Widowed,18,41103.0,3,0.22713407999532156,0.37713407999532156
10509,848,0.080624164261346,43360,51,1,4,11753,9,7,Mortgage,Masters,Widowed,7,58765.0,4,0.241891687930457,0.39189168793045703
10510,785,0.7145127606062892,36844,35,6,1,12047,2,5,Mortgage,Masters,Married,1,156611.0,1,0.12166531041163496,0.27166531041163494
10511,452,0.1608831844538335,196720,53,1,11,5424,6,6,Rent,Masters,Single,1,21696.0,3,0.22629614445352772,0.3762961444535277
10512,701,0.2412979534521443,165954,34,7,10,9220,4,11,Rent,Masters,Single,16,147520.0,1,0.1014162443322154,0.2514162443322154
10513,633,0.0860286765782031,163403,50,5,7,12492,12,10,Own,High School,Widowed,14,99936.0,1,0.08094298771149219,0.2309429877114922
10514,643,0.063198229218418,189524,52,4,4,19212,8,12,Rent,High School,Widowed,16,57636.0,4,0.2406647348124418,0.3906647348124418
10515,642,0.0409356004450407,138830,89,3,2,10149,7,3,Rent,High School,Single,7,121788.0,2,0.20255712210139304,0.352557122101393
10516,666,0.7424561960169651,100445,43,2,0,7156,7,15,Rent,Masters,Widowed,11,128808.0,3,0.22549626800928474,0.3754962680092847
10517,476,0.3394912449545458,163232,56,8,4,14849,2,1,Own,Masters,Married,10,282131.0,5,0.26239346447623035,0.4123934644762304
10518,508,0.0749217234274033,77249,43,6,8,12700,5,24,Rent,High School,Widowed,26,177800.0,5,0.23153332032446022,0.3815333203244602
10519,400,0.7341341798508386,80454,41,5,8,7539,0,5,Own,Masters,Widowed,14,37695.0,2,0.2006943105798637,0.35069431057986367
10520,394,0.9984248043708424,198561,53,7,3,5111,9,0,Rent,Masters,Widowed,19,51110.0,5,0.23721814962568752,0.3872181496256875
10521,346,0.5699676778494611,140858,42,2,10,18564,8,0,Rent,Masters,Widowed,2,315588.0,1,0.07,0.22
10522,512,0.5385383751378383,190159,29,7,4,18974,9,11,Own,Masters,Single,4,189740.0,2,0.20267392070630713,0.3526739207063071
10523,638,0.0239578485347302,150754,47,6,5,9509,18,9,Rent,PhD,Widowed,18,76072.0,5,0.2251773206171435,0.3751773206171435
10524,482,0.0029833085295419,188934,27,0,3,18186,11,10,Mortgage,High School,Widowed,8,254604.0,5,0.20982234070377936,0.3598223407037794
10525,828,0.4005391270726717,72599,47,8,4,9229,9,24,Rent,Masters,Widowed,23,184580.0,4,0.24481376359406834,0.39481376359406833
10526,559,0.5811592951550808,50475,32,4,7,5716,10,13,Mortgage,High School,Widowed,11,22864.0,2,0.19800470015390936,0.3480047001539094
10527,830,0.0059210069550881,138881,69,9,7,16661,16,0,Rent,Masters,Widowed,7,216593.0,1,0.07,0.22
10528,841,0.9142335248220712,195700,47,6,0,9029,19,13,Rent,PhD,Widowed,12,198638.0,4,0.24916411853965018,0.39916411853965017
10529,748,0.6566794486081912,106575,52,9,16,9168,1,17,Rent,High School,Widowed,6,165024.0,2,0.19613417406986697,0.34613417406986696
10530,438,0.4300923511624034,95260,48,7,5,11358,8,10,Mortgage,Masters,Widowed,20,215802.0,3,0.2247916701837814,0.3747916701837814
10531,457,0.2514426894088869,33195,22,8,15,11980,19,21,Mortgage,Masters,Widowed,13,251580.0,1,0.08754802879297764,0.23754802879297765
10532,430,0.3158641945913071,66071,54,6,13,14576,1,1,Mortgage,Bachelor,Widowed,8,116608.0,3,0.22738541016435895,0.37738541016435895
10533,816,0.1381488608216394,46212,53,2,14,1904,12,1,Rent,PhD,Widowed,2,34272.0,4,0.24700816800840647,0.39700816800840644
10534,703,0.5038858155428152,32008,51,8,5,9428,14,7,Mortgage,High School,Divorced,4,188560.0,3,0.2274356906198194,0.3774356906198194
10535,821,0.3228883985638644,120542,31,5,5,9270,0,10,Mortgage,High School,Widowed,2,101970.0,2,0.19149735822170783,0.3414973582217078
10536,776,0.2020625843857598,133893,30,8,13,1002,1,1,Own,PhD,Widowed,8,19038.0,3,0.2250659858602605,0.3750659858602605
10537,443,0.4556989580406669,165866,27,7,4,12699,11,15,Mortgage,Masters,Widowed,1,279378.0,3,0.2222119010816954,0.3722119010816954
10538,623,0.0911494364382414,145853,69,6,17,16284,15,8,Rent,Masters,Divorced,4,211692.0,5,0.2391205880227786,0.3891205880227786
10539,790,0.6852299357703203,57341,39,8,10,5575,17,3,Mortgage,Masters,Widowed,23,50175.0,3,0.22578729839797787,0.37578729839797786
10540,831,0.5300079773488741,151557,51,5,2,11612,12,0,Mortgage,Masters,Single,5,209016.0,3,0.22649798745485641,0.3764979874548564
10541,500,0.2729408831857849,74560,45,6,10,19986,5,0,Mortgage,Masters,Widowed,27,139902.0,1,0.07,0.22
10542,610,0.0316418357069847,149486,80,7,18,19506,2,23,Mortgage,PhD,Widowed,20,312096.0,4,0.24924138770476423,0.39924138770476425
10543,846,0.5172984919580395,73297,21,7,1,14699,15,28,Rent,High School,Widowed,5,29398.0,4,0.2419358535379722,0.3919358535379722
10544,629,0.000978905216039,157295,64,3,19,18559,13,19,Rent,Bachelor,Widowed,28,111354.0,1,0.17298670124492405,0.322986701244924
10545,756,0.3441805276151312,191206,54,5,3,11030,11,25,Own,High School,Widowed,1,220600.0,4,0.24575014317583427,0.39575014317583423
10546,602,0.1057612448196352,162760,19,3,11,17062,10,16,Rent,High School,Widowed,14,358302.0,2,0.19410471062870785,0.34410471062870784
10547,835,0.5114538931771041,94494,87,9,7,1507,11,16,Mortgage,Masters,Widowed,3,31647.0,3,0.22558566511035083,0.37558566511035085
10548,723,0.3342295505632138,45244,73,1,12,7180,11,2,Mortgage,Masters,Widowed,26,150780.0,5,0.25099377003214596,0.400993770032146
10549,801,0.4663012547905222,162334,60,9,2,17119,5,3,Rent,Masters,Widowed,3,85595.0,1,0.07,0.22
10550,700,0.3049420887715691,192942,57,5,6,19318,9,4,Own,Bachelor,Widowed,17,289770.0,5,0.25419367292584416,0.4041936729258442
10551,707,0.6143429452743533,67763,87,8,13,10834,12,18,Mortgage,High School,Widowed,4,216680.0,4,0.2473063147240518,0.39730631472405176
10552,343,0.1823343003789693,81696,73,1,5,4275,6,7,Rent,High School,Widowed,12,21375.0,3,0.22540997020073938,0.3754099702007394
10553,799,0.5880413950416942,111170,21,8,2,13792,0,2,Rent,High School,Single,5,179296.0,4,0.24443909734573274,0.39443909734573274
10554,671,0.7247466443598227,123890,38,8,5,9637,9,10,Rent,Bachelor,Widowed,13,154192.0,5,0.24843986343037763,0.3984398634303776
10555,419,0.51870198091437,42461,70,7,4,14948,12,11,Rent,High School,Widowed,4,44844.0,3,0.22577170056032006,0.37577170056032005
10556,600,0.2254703978711033,129173,30,7,4,4388,6,6,Mortgage,Masters,Widowed,12,35104.0,1,0.07,0.22
10557,409,0.1783743279508,166116,45,9,17,11378,2,1,Own,Masters,Divorced,19,68268.0,4,0.2496124557144809,0.3996124557144809
10558,342,0.3957078384024587,84621,21,7,8,11423,17,17,Own,High School,Widowed,2,205614.0,3,0.22576480114885658,0.3757648011488566
10559,589,0.0706665152847044,138136,47,1,5,4641,4,6,Rent,Masters,Single,20,92820.0,2,0.20194543583800634,0.3519454358380063
10560,654,0.545530426244994,164434,38,3,6,6219,8,9,Rent,High School,Widowed,24,55971.0,2,0.19829923735946478,0.3482992373594648
10561,514,0.5480127700997192,87013,56,8,1,19233,0,18,Mortgage,Masters,Widowed,10,307728.0,1,0.07,0.22
10562,756,0.5065503740216921,41431,21,6,13,8177,6,5,Rent,Bachelor,Widowed,12,65416.0,1,0.11099699517966174,0.26099699517966174
10563,776,0.1205269819884038,196194,19,0,16,9784,3,8,Mortgage,Masters,Single,9,117408.0,4,0.24928620442053429,0.3992862044205343
10564,846,0.7948340304645334,168784,84,9,12,12484,10,1,Rent,Masters,Widowed,20,137324.0,2,0.1973557346500078,0.3473557346500078
10565,610,0.0307987569665977,99531,20,3,5,18397,11,25,Own,High School,Widowed,21,202367.0,5,0.23446522313794488,0.38446522313794484
10566,827,0.675497531820947,121376,49,2,9,19981,2,7,Own,Bachelor,Widowed,7,159848.0,4,0.2524375796787828,0.4024375796787828
10567,513,0.1108475270909515,39412,46,5,2,19522,19,22,Rent,High School,Widowed,5,234264.0,2,0.19530244513801176,0.3453024451380118
10568,383,0.0353947763643234,195950,59,9,9,11432,15,5,Own,Bachelor,Widowed,4,114320.0,5,0.24161496569890012,0.3916149656989001
10569,795,0.3051574133412776,185612,25,4,1,6840,11,16,Mortgage,PhD,Widowed,0,13680.0,2,0.19501206028346277,0.34501206028346276
10570,340,0.0643217953765915,130021,66,5,13,1542,13,16,Rent,Masters,Widowed,2,9252.0,2,0.19578552412896105,0.345785524128961
10571,454,0.0968964906609396,115564,65,4,10,10321,19,1,Rent,PhD,Widowed,22,206420.0,2,0.20026269198071733,0.35026269198071736
10572,527,0.4339670380950413,31698,31,1,10,9567,1,18,Mortgage,Masters,Widowed,28,172206.0,2,0.20059410250601742,0.3505941025060174
10573,706,0.0610185524691601,121951,21,9,19,12524,10,0,Own,Masters,Divorced,22,175336.0,5,0.24143583774047056,0.3914358377404705
10574,730,0.3306936041587797,125957,48,8,15,3534,15,4,Mortgage,High School,Widowed,9,14136.0,1,0.07,0.22
10575,793,0.0039014306400165,55108,20,7,2,7920,8,8,Rent,Masters,Widowed,11,150480.0,5,0.20555967105150152,0.35555967105150155
10576,686,0.3412209631575041,133256,85,5,7,10995,7,0,Rent,High School,Widowed,6,208905.0,2,0.19580697470958563,0.34580697470958566
10577,441,0.0817357349689327,72179,81,4,5,8372,10,2,Own,Masters,Widowed,29,33488.0,5,0.24917411581210308,0.39917411581210305
10578,445,0.0591816075489166,133106,36,9,11,15758,4,29,Mortgage,High School,Married,0,220612.0,4,0.24873845095673008,0.3987384509567301
10579,518,0.2947291317133894,147171,39,7,2,19706,10,19,Own,High School,Widowed,6,275884.0,4,0.2431004482753679,0.3931004482753679
10580,681,0.0053833675301241,117986,62,9,6,15396,10,14,Rent,Masters,Single,4,107772.0,3,0.22507888473791848,0.3750788847379185
10581,773,0.6940694608273539,68421,51,8,6,19944,4,10,Mortgage,Masters,Widowed,20,418824.0,2,0.195821266250048,0.345821266250048
10582,836,0.0711636263308441,68966,72,5,16,3871,3,14,Rent,Masters,Widowed,14,77420.0,3,0.22458527929875574,0.37458527929875574
10583,605,0.2607552145751436,143833,57,9,13,1581,5,28,Mortgage,High School,Widowed,21,25296.0,5,0.24897572562869869,0.39897572562869865
10584,615,0.373610929425387,140124,52,9,13,13489,14,15,Mortgage,High School,Divorced,4,202335.0,2,0.20127584118422728,0.3512758411842273
10585,656,0.1767977257281238,60195,52,5,18,2900,13,6,Own,Masters,Widowed,28,14500.0,3,0.22801613377235827,0.37801613377235826
10586,494,0.3890419651705215,116587,69,5,1,13841,4,3,Rent,High School,Widowed,27,27682.0,2,0.19785301232881536,0.3478530123288154
10587,667,0.1913946339245955,142657,20,4,7,14115,9,29,Mortgage,High School,Widowed,10,197610.0,1,0.07,0.22
10588,342,0.1054784713284142,42003,40,9,18,12538,11,11,Mortgage,High School,Widowed,28,188070.0,2,0.19644363922553035,0.34644363922553034
10589,778,0.1443315945834843,24038,50,8,12,8502,4,13,Mortgage,Bachelor,Widowed,9,76518.0,3,0.2268218821731908,0.3768218821731908
10590,768,0.3395370107296782,183506,35,7,2,13233,19,9,Mortgage,Masters,Single,9,198495.0,5,0.23629976024926175,0.3862997602492617
10591,591,0.2551236190817538,153525,36,6,14,11963,9,20,Rent,Masters,Single,13,59815.0,4,0.25062224768104946,0.4006222476810495
10592,476,0.522878415196781,126302,45,7,2,5844,9,5,Mortgage,Masters,Married,13,17532.0,4,0.2514818983133932,0.4014818983133932
10593,373,0.0076191411055727,151744,29,4,11,15067,5,6,Mortgage,High School,Divorced,21,105469.0,5,0.2328432130681628,0.3828432130681628
10594,682,0.6159132374710089,184394,51,4,16,12936,15,19,Rent,Masters,Widowed,9,142296.0,4,0.2478029805234925,0.3978029805234925
10595,716,0.4040380962061326,32238,59,6,3,2253,14,12,Mortgage,Masters,Widowed,14,24783.0,1,0.07829369701063067,0.22829369701063068
10596,384,0.0682883542441419,170091,35,6,12,7889,17,3,Rent,Masters,Widowed,13,157780.0,5,0.2099044656576085,0.3599044656576085
10597,469,0.3406079265753132,20506,18,9,7,7474,10,9,Own,Masters,Widowed,17,142006.0,3,0.2243463642783543,0.3743463642783543
10598,740,0.1616064845279894,65728,86,2,10,11072,0,20,Mortgage,High School,Widowed,19,99648.0,5,0.2557665547592446,0.4057665547592446
10599,808,0.9201651673755444,73483,85,6,8,19963,9,19,Rent,Masters,Widowed,15,79852.0,5,0.2590870413194564,0.4090870413194564
